,ISBN,bookTitle,bookAuthor,yearOfPublication,publisher,imageUrlS,imageUrlM,imageUrlL
21199,0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg
21423,0553801430,By the Light of the Moon,DEAN KOONTZ,2002,Bantam,http://images.amazon.com/images/P/0553801430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553801430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553801430.01.LZZZZZZZ.jpg
21594,0553280368,C Is for Corpse (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1987,Bantam,http://images.amazon.com/images/P/0553280368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280368.01.LZZZZZZZ.jpg
21771,0553282476,CAT'S EYE,MARGARET ATWOOD,1989,Bantam,http://images.amazon.com/images/P/0553282476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553282476.01.LZZZZZZZ.jpg
21881,1559029838,Call of the Wild,Jack London,0,Selldowns/no More Orders,http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg
22074,0553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books,http://images.amazon.com/images/P/0553295977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg
22180,0515130389,Carolina Moon,Nora Roberts,2001,Jove Books,http://images.amazon.com/images/P/0515130389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg
22394,0451072804,Carrie,Stephen King,1975,New American Library,http://images.amazon.com/images/P/0451072804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451072804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451072804.01.LZZZZZZZ.jpg
22534,0446606189,Cat &amp; Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,http://images.amazon.com/images/P/0446606189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606189.01.LZZZZZZZ.jpg
22732,044922046X,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books,http://images.amazon.com/images/P/044922046X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044922046X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044922046X.01.LZZZZZZZ.jpg
22852,0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg
23139,0425174271,Certain Prey,John Sandford,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425174271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425174271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425174271.01.LZZZZZZZ.jpg
23267,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg
23396,038533334X,Charming Billy,Alice McDermott,1999,Delta,http://images.amazon.com/images/P/038533334X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg
23546,155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,Health Communications,http://images.amazon.com/images/P/155874262X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg
23751,1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications,http://images.amazon.com/images/P/1558744150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg
23890,0552998486,Chocolat,Joanne Harris,2000,Black Swan,http://images.amazon.com/images/P/0552998486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552998486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552998486.01.LZZZZZZZ.jpg
24234,0385720920,Choke,CHUCK PALAHNIUK,2002,Anchor,http://images.amazon.com/images/P/0385720920.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720920.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720920.01.LZZZZZZZ.jpg
24399,0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
24591,0451160444,Christine,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451160444.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160444.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160444.01.LZZZZZZZ.jpg
24736,0399142274,Chromosome 6,Robin Cook,1997,Putnam Publishing Group,http://images.amazon.com/images/P/0399142274.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399142274.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399142274.01.LZZZZZZZ.jpg
24864,0385301499,Circle of Friends,Maeve Binchy,1991,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385301499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385301499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385301499.01.LZZZZZZZ.jpg
25113,0425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425122123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425122123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425122123.01.LZZZZZZZ.jpg
25261,0871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,http://images.amazon.com/images/P/0871136791.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0871136791.01.LZZZZZZZ.jpg
25455,0375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage,http://images.amazon.com/images/P/0375700757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg
25766,0899193099,Cold Sassy Tree,Olive Ann Burns,1984,Houghton Mifflin,http://images.amazon.com/images/P/0899193099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0899193099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0899193099.01.LZZZZZZZ.jpg
25968,0061099708,Colony,Anne Rivers Siddons,1993,HarperTorch,http://images.amazon.com/images/P/0061099708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099708.01.LZZZZZZZ.jpg
26058,0312958129,Coming Home,Rosamunde Pilcher,1996,St. Martin's Press,http://images.amazon.com/images/P/0312958129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312958129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312958129.01.LZZZZZZZ.jpg
26162,0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335482.01.LZZZZZZZ.jpg
26512,0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,http://images.amazon.com/images/P/0060987529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg
26740,0345378490,Congo,Michael Crichton,1995,Ballantine Books,http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg
27039,0671004107,Contact,Carl Sagan,1997,Pocket,http://images.amazon.com/images/P/0671004107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.LZZZZZZZ.jpg
27216,1557736847,Contagion,John D. Connor,1992,Diamond/Charter,http://images.amazon.com/images/P/1557736847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557736847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557736847.01.LZZZZZZZ.jpg
27341,0380977788,Coraline,Neil Gaiman,2002,HarperCollins,http://images.amazon.com/images/P/0380977788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380977788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380977788.01.LZZZZZZZ.jpg
27524,0553573136,Couplehood,PAUL REISER,1995,Bantam,http://images.amazon.com/images/P/0553573136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg
27728,0446609404,Cradle and All,James Patterson,2001,Warner Vision,http://images.amazon.com/images/P/0446609404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609404.01.LZZZZZZZ.jpg
27993,0312971125,Crazy for You,Jennifer Crusie,2000,St. Martin's Press,http://images.amazon.com/images/P/0312971125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971125.01.LZZZZZZZ.jpg
28111,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg
28310,055356160X,Cry Wolf,TAMI HOAG,1993,Bantam,http://images.amazon.com/images/P/055356160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg
28445,0451117298,Cujo,Stephen King,1982,New American Library,http://images.amazon.com/images/P/0451117298.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451117298.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451117298.01.LZZZZZZZ.jpg
28585,0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,http://images.amazon.com/images/P/0553271636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553271636.01.LZZZZZZZ.jpg
28761,0385297661,Daddy,Danielle Steel,1989,Delacorte Press,http://images.amazon.com/images/P/0385297661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385297661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385297661.01.LZZZZZZZ.jpg
28892,0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0743460529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.LZZZZZZZ.jpg
29139,0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg
29304,0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg
29562,0449134482,Dances With Wolves,Michael Blake,1990,Fawcett Books,http://images.amazon.com/images/P/0449134482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg
29689,0821759744,Dangerous,Becky Barker,1997,Kensington Publishing Corporation,http://images.amazon.com/images/P/0821759744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821759744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821759744.01.LZZZZZZZ.jpg
29779,0553287397,Dark Angel,Sally Beauman,1991,Bantam Books,http://images.amazon.com/images/P/0553287397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553287397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553287397.01.LZZZZZZZ.jpg
29866,0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,http://images.amazon.com/images/P/0553561618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553561618.01.LZZZZZZZ.jpg
30008,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg
30138,0671670689,Dawn (Cutler),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671670689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670689.01.LZZZZZZZ.jpg
30236,1551666839,Dead Run,Erica Spindler,2003,Mira,http://images.amazon.com/images/P/1551666839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666839.01.LZZZZZZZ.jpg
30329,0671011375,Death du Jour,Kathy Reichs,2000,Pocket,http://images.amazon.com/images/P/0671011375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671011375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671011375.01.LZZZZZZZ.jpg
30478,0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425147584.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147584.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147584.01.LZZZZZZZ.jpg
30628,0671027387,Deception Point,Dan Brown,2002,Pocket,http://images.amazon.com/images/P/0671027387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg
30890,0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0743418131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418131.01.LZZZZZZZ.jpg
30975,0679420649,Degree of Guilt,Richard North Patterson,1993,Random House Inc,http://images.amazon.com/images/P/0679420649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679420649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679420649.01.LZZZZZZZ.jpg
31091,0671011367,Deja Dead,Kathy Reichs,1998,Pocket,http://images.amazon.com/images/P/0671011367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671011367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671011367.01.LZZZZZZZ.jpg
31271,0670868361,Desperation,Stephen King,1996,Viking Books,http://images.amazon.com/images/P/0670868361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670868361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670868361.01.LZZZZZZZ.jpg
31441,0446359750,Devices and Desires,Phyllis White,1991,Warner Books,http://images.amazon.com/images/P/0446359750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359750.01.LZZZZZZZ.jpg
31526,0670272663,Different Seasons,Stephen King,1982,Viking Books,http://images.amazon.com/images/P/0670272663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670272663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670272663.01.LZZZZZZZ.jpg
31662,0312995423,Digital Fortress : A Thriller,Dan Brown,2003,St. Martin's Press,http://images.amazon.com/images/P/0312995423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312995423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312995423.01.LZZZZZZZ.jpg
31955,0679419454,Disclosure,Michael Crichton,1994,Alfred A. Knopf,http://images.amazon.com/images/P/0679419454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679419454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679419454.01.LZZZZZZZ.jpg
32273,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,http://images.amazon.com/images/P/0060928336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060928336.01.LZZZZZZZ.jpg
33013,0451184114,Dolores Claiborne,Stephen King,1995,New Amer Library,http://images.amazon.com/images/P/0451184114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451184114.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451184114.01.LZZZZZZZ.jpg
33288,0786861347,Don't Stand Too Close to a Naked Man,Tim Allen,1994,Hyperion Books,http://images.amazon.com/images/P/0786861347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786861347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786861347.01.LZZZZZZZ.jpg
33457,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
33685,087131763X,Dr. Atkins' New Diet Revolution,"Robert C., Md. Atkins",1994,"Evans, M. Co",http://images.amazon.com/images/P/087131763X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087131763X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087131763X.01.LZZZZZZZ.jpg
33803,0425140032,Dragon Tears,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425140032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425140032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425140032.01.LZZZZZZZ.jpg
33930,0440215625,Dragonfly in Amber,DIANA GABALDON,1993,Dell,http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg
34081,055358264X,Dream Country,Luanne Rice,2002,Bantam Books,http://images.amazon.com/images/P/055358264X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055358264X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055358264X.01.LZZZZZZZ.jpg
34172,074343627X,Dreamcatcher,Stephen King,2001,Pocket,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg
34653,0345460359,Drowning Ruth,CHRISTINA SCHWARZ,2003,Ballantine Books,http://images.amazon.com/images/P/0345460359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345460359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345460359.01.LZZZZZZZ.jpg
34823,0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books,http://images.amazon.com/images/P/0345439104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345439104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345439104.01.LZZZZZZZ.jpg
35010,044022425X,Drums of Autumn,DIANA GABALDON,1997,Dell,http://images.amazon.com/images/P/044022425X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.LZZZZZZZ.jpg
35111,0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books,http://images.amazon.com/images/P/0446532231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg
35289,0553582526,Dust to Dust,TAMI HOAG,2002,Bantam,http://images.amazon.com/images/P/0553582526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg
35492,0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,Bantam,http://images.amazon.com/images/P/0553560247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg
35603,0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,http://images.amazon.com/images/P/0553279556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279556.01.LZZZZZZZ.jpg
